,title,text
114,the amazing spider-man 2,the amazing spider-man 2 action  adventure  fantasy peter  parker  life  busy  taking  bad  guys  spider  man  spending  time  person  loves  gwen  stacy  high  school  graduation  cannot  come  quickly  enough  forgotten  promise  made  ’  father  protect  staying  away  keep  things  change  new  villain  electro  emerges  old  friend  harry  osborn  returns  uncovers  clues  past
115,a quiet outpost,a quiet outpost drama  action  war edge  dushanbe  republic  tajikistan  quiet  border  checkpoint  russian  control  attacked  afghans  tajiks  want
116,monster house,monster house animation  comedy  family  fantasy monsters  bed  scary  enough  happens  entire  house  get  three  teens  aim  find  go  decrepit  neighboring  home  unlock  frightening  secrets
117,lust in the mummy's tomb,lust in the mummy's tomb horror  fantasy college  student  awakens  long  dormant  egyptian  mummy  stolen  museum  pursued  seduced  ghost  queen  cleopatra
118,clean hands,"clean hands crime  drama  thriller sylvia  turned  blind  eye  long  husband  eddie  flourishing  drug  business  dealing  takes  deadly  turn  worse  however  need  protect  lives  futures  young  children  compel  flee  stop  nothing  keep  wife  inside  ‘  family  ""."""
119,the trial of joan of arc,the trial of joan of arc drama  history reconstruction  trial  joan  arc  based  entirely  transcripts  real  life  )   concerning  imprisonment  interrogation  final  execution  hands  english  filmed  spare  low  key  fashion
120,happy ever afters,happy ever afters romance  comedy two  weddings  collide  receptions  held  one  hotel
121,futurama: the lost adventure,futurama: the lost adventure comedy  animation cut  scenes  futurama  2003  vg  )   edited  together  form  episode  mom  attempts  take  universe  planet  express  crew  stop
122,bad day to go fishing,"bad day to go fishing drama  comedy  thriller  foreign jacob  van  oppen  former  strongest  man  earth  manager  orsini  calls  prince  ""   make  good  living  traveling  around  small  south  american  towns  organizing  wrestling  exhibitions  arriving  santa  maria  met  uncommon  enthusiasm  local  newspaper  wants  sponsor  fight  helping  hands  placard  town  posters  open  call  made  worthy  adversary  ever  resourceful  knows  find  right  combatant  fishing  could  lead  bigger  catch  hoped"
123,husbands and wives,husbands and wives romance  comedy  drama jack  sally  announce  splitting  comes  shock  best  friends  gabe  judy  maybe  mostly  also  drifting  apart  made  aware  try  go  meet  new  people  marriage  gets  strained  begin  find  attracted
124,severed footage,severed footage horror  thriller  mystery twelve  severed  feet  running  shoes  found  shores  western  canada  baffled  police  videotape  leaked  anonymously  authorities  paranormal  thriller  may  solve  mystery
125,abattoir,abattoir horror  thriller reporter  unearths  urban  legend  home  constructed  rooms  horrific  tragedies  occurred
126,winter solstice,winter solstice drama widower  confronts  older  son  decision  leave  home  younger  self  destructive  behavior
127,blondie's new york and the making of parallel lines,blondie's new york and the making of parallel lines music  documentary story  behind  blondie  album  parallel  lines  sold  16  million  copies  captured  spirit  1970s  new  york  time  poverty  crime  exploding  artistic  life
128,tickled,tickled documentary journalist  david  farrier  stumbles  upon  mysterious  tickling  competition  online  delves  deeper  comes  fierce  resistance  ’  stop  getting  bottom  story  stranger  fiction
129,the dancer and the thief,the dancer and the thief drama  foreign present  day  chile  legendary  bank  robber  vergara  grey  getting  prison  5  long  years  looking  forward  quiet  uneventful  life  together  wife  son  oddly  heard  soon  resolve  tested  meets  19  year  old  angel  young  thief  insists  two  join  score  biggest  heist  time  though  tempted  resists  finds  beloved  gone  millionaire  wants  change  last  name  victoria  graceful  mysteriously  mute  dancer  living  conservatory  steps  picture  captivates  well  others  cross  path  drastically  changing  lives
130,fish story,fish story music  drama  comedy rock  band  writes  song  called  fish  story  based  sentence  badly  translated  novel  quack  translator  exceeds  boundaries  space  time  ties  people  stories  together  thirty  seven  years  go  strikes  comet  saves  earth  total  destruction
131,a dangerous place,a dangerous place crime innocent  woman  claire  scully  drawn  terrorist  plot  kill  people  mail  using  deadly  strain  tb
132,call of heroes,call of heroes adventure  action warlords  era  china  village  located  rural  area  called  pucheng  fell  dangerous  situation  government  allocated  military  force  front  line  cruel  commandant  cao  enemy  troops  arrived  killed  innocent  guardians  desperate  fight  justice  protect  homeland
133,fashion victims,fashion victims comedy  foreign 52  traveling  salesman  wolfgang  zenker  edgar  selge  old  school  territory  peddles  company  classic  clothing  line  boutiques  cater  women  35  wolfi  loses  drivers  license  brand  new  mercedes  afford  lose  season  sales  frustrated  wife  franziska  walser  desperately  wants  bathroom  son  vacation  plans  take  back  seat  karsten  florian  bartholomäi  forced  making  rounds  father  instead  celebrating  high  graduation  spain  also  small  town  southern  germany  successful  attractive  rival  steven  brookmüller  roman  knizka  )   33  men  paths  cross  long  hidden  secrets  revealed  things  come  hilarious  head
134,descendants 2,descendants 2 tv movie  family  action  comedy  music  adventure pressure  royal  becomes  much  mal  returns  isle  lost  archenemy  uma  ursula  daughter  taken  spot  self  proclaimed  queen
135,mr. klein,mr. klein war  mystery  crime  drama  thriller paris  1942  robert  klein  cannot  find  fault  state  affairs  german  occupied  france  well  furnished  flat  mistress  business  booming  jews  facing  discrimination  laws  edicted  french  government  desperate  sell  valuable  works  art  easy  get  bargain  prices  cosy  life  disrupted  realizes  another  jew  rather  mysterious  behaviour  soon  homonymy  attracts  close  menacing  attention  police  established  trader
136,due date,due date comedy  drama peter  highman  must  scramble  across  us  five  days  present  birth  first  child  gets  bad  start  wallet  luggage  stolen  put  fly  list  embarks  terrifying  journey  accepts  ride  actor
137,turbo kid,turbo kid action  adventure  comedy  science fiction post  apocalyptic  wasteland  orphaned  teen  must  battle  ruthless  warlord  save  girl  dreams
138,"when you comin' back, red ryder?","when you comin' back, red ryder? drama marjoe  gortner  plays  drug  dealer  whose  car  breaks  small  u  town  turn  people  become  victim  unique  brand  physical  mental  torture"
139,wishmaster 2: evil never dies,wishmaster 2: evil never dies fantasy  horror failed  art  heist  djinn  liberated  time  complete  1001  wishes  needs  final  3  lets  go  prison  starts  evil  reign  twisting  hopes  prisoners  meanwhile  woman  set  free  accidentally  morgana  tries  find  way  stop  aided  young  priest
140,home room,home room drama high  school  shooting  repercussions  town  students
141,and now for something completely different,and now for something completely different comedy something  completely  different  film  spin  television  comedy  series  monty  python  flying  circus  featuring  favourite  sketches  first  two  seasons
142,max keeble's big move,max keeble's big move comedy  family  fantasy  science fiction max  keeble  victim  7th  grade  class  plots  revenge  learns  moving  backfires  move
143,brother 2,brother 2 drama  thriller arriving  moscow  chechen  veteran  danila  sergei  bodrov  jr  meets  konstantin  old  friend  tells  twin  brother  forced  signing  crooked  contract  us  ice  hockey  team  soon  meeting  discovers  dead  sets  avenge  death  journey  leads  chicago  whole  new  experience
144,the trip to spain,the trip to spain drama  comedy steve  coogan  rob  brydon  embark  road  trip  along  coast  spain
145,dr. akagi,dr. akagi comedy  drama  foreign  history end  wwii  japanese  doctor  akagi  searches  cure  hepatitis  prisoner  war  camp
146,the mind's eye,the mind's eye action  horror  science fiction mind  ’  eye  follows  drifter  telekinetic  abilities  targets  doctor  creating  synthetic  power  serum
147,sars wars: bangkok zombie crisis,sars wars: bangkok zombie crisis action  comedy  fantasy  horror fourth  generation  virus  sars  found  africa  dangerous  causes  patients  transform  bloodthirsty  zombies  quickly  lands  thailand  dr  bryan  thompson  creates  anti  ends  getting  infected  experiment  soon  spreading  residents  building  time  khun  trying  help  young  girl  kidnapped  ...  trapped  precious  sword  weapon  surrounded  find  escape  government  drops  bomb  destroy
148,the secret in their eyes,the secret in their eyes crime  drama  mystery  romance retired  legal  counselor  writes  novel  hoping  find  closure  one  past  unresolved  homicide  cases  unreciprocated  love  superior  still  haunt  decades  later
